# qstring	phrase	weight	tags
S_1WXD=f	路跑協會	-2.694689	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
bZN_3;wI	品木宣言	-1.964557	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
NX\OJ;:W	有你真好	-2.205356	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
cH_M	侯硐	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
CE9>Em9>	台中二中	-1.710129	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
j6eI_;GK	非凡新聞	-1.283784	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
IMDb0>?0	停課通知	-1.715904	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
_f_f	爆爆	-0.864777	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
L9C:=_Sd	秋山莉奈	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
nHC_0iA_	遊戲戰記	-1.756950	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
iI}gp?	藍又時	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
wlQMR0[3	重型機車	-1.691722	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
0_afPYIY	世貿展覽	-1.488526	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
1_=_d\B_	日立冷氣	-1.386394	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
SWHEUZvK	小孩很忙	-2.653874	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
9>L9]O6C	中秋禮盒	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
aMU:a_	龍千玉	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
NOjP1U=f	指甲彩繪	-1.983676	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
cOdM	喜鴻	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
Ef:Wnq}Q	最好的我	-1.248995	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
WeJ;	佩甄	-2.349035	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
?>C:x79>	松山高中	-1.226994	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
\_Rd7W	樹太老	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
bZ}I	品田	-2.048821	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
PARd:PnH	華泰旅遊	-2.260934	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
3@5_;;\Y	奇異恩典	-1.936128	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
EM~=Yc2P	屏東夜語	-1.989217	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
IYIY}M	懶懶熊	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
kK>WDY6d	尋找滿月	-1.797691	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
9K[1_;	林嘉欣	-2.320005	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
4Z0><i:9	遠通電收	-3.385730	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
q;m@	坤達	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
cVWkx@ol	水巷茶弄	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
Q;:LZY	陰陽冕	-2.220790	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
@@MlIM	福勝亭	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
g:P_F0ci	關渡醫院	-1.309644	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
9>tOR0[3	中古機車	-0.580821	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
}Q0_NJ03	我是傳說	-1.142998	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
h:3KwKzj	寬頻房訊	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
N:x4hI	天蠍男	-2.139738	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
:L>>F:i=	洋蔥餐廳	-1.606962	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
vTR0	凱基	-2.075482	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
S<[1We	張家霈	-2.332022	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
Mi0W	萬寶	-2.189002	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
^l_;SW5E	靜心小學	-1.840207	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
?;IX3eBb	分手快樂	-1.471695	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
C_bZ	矽品	-1.942489	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
[1@@9>_;	家扶中心	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
|OEE0W	鼠來寶	-1.714225	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
NdDbR0?E	派克雞排	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
~=o=F0]B	東京衣著	-1.637720	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
Mj6d	沁月	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
:1p?G:~I	八十三年	-1.078329	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
Ml2:	聖安	-2.340233	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
\e^:	內灣	-2.022646	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
e1e1m0<i	蛙蛙書店	-1.906459	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
6da_Q=]K	越獄風雲	-2.365088	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
uH0UUZvK	牛仔很忙	-3.130326	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
;fO_SdSd	貴婦奈奈	-3.954167	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
Dkgj:PnH	上順旅遊	-2.084207	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
?lDi	孟茜	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
^H=M[1U<	頭城家商	-2.086758	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
_;_`x73>	新化高工	-1.730164	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
9>C:9Px7	中山女高	-2.573594	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
3>U<EMKl	工商憑證	-1.439960	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
5JrAR@	錢柏渝	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
vHo=Gf6d	流經歲月	-2.831266	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
^P}8=_}^	亞都麗緻	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
r;]OL_}^	婚禮佈置	-1.737402	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
hI^HDblj	南投客運	-1.493671	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
U3CixU2P	科見美語	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
CEhItOR0	台南古蹟	-1.136037	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
N:nOwIBZ	天母嚴選	-2.944895	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
2_aO}F[1	自己回家	-1.373479	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
VDecA0	結界師	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
CE^::WQM	台灣好行	-2.140750	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
\_2f0_yS	數位視野	-1.175371	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
UGo=CM	陶晶瑩	-1.787059	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
l0EE:i7f	出來面對	-1.064475	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
1_0_C70J	日式威廉	-2.233170	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
qi^P	泫雅	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
_GC_FW	潮汐表	-2.411860	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
<1<11g0_	媽媽教室	-0.936007	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
18yg\0	燒肉屋	-2.907734	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
[1hI:L}O	嘉南羊乳	-2.190882	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
\0EEg;aJ	烏來溫泉	-1.775540	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
|_=MU<3>	大成商工	-2.298257	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
~\x@@b9W	警察特考	-1.585853	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
NFvT_;	雷凱欣	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
|_5EWYU3	大學眼科	-1.415936	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
SWk03e1W	小豬快跑	-2.460298	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
]O3g=_	李孝莉	-2.003850	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
=_}^9>5E	立志中學	-1.625673	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
EEVBDb	萊羅克	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
B8^=	嬌生	-1.974762	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
KlaMPA	鄭龍華	-1.861568	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
CE^:NJh<	台灣傳香	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
aJWBLPL7	全國法規	-0.861629	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
0C2:mTha	德安百貨	-2.044241	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
i_0_ec	綠世界	-1.866331	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
_;KbtO0W	新社古堡	-2.054886	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
0_N<	視康	-1.695040	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
_fgf3:b[	報告班長	-1.326395	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
|JB_T3eG	人氣歌謠	-1.921491	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
YcanXe	葉子媚	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
QdLdKM	戴愛玲	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
`lhIDblj	興南客運	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
BZ>C\O	選擇你	-0.960163	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
2_nH0Z[O	自由軟體	-0.840876	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
x?3>NP	迷宮塔	-2.287693	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
dT@j	雪印	-2.672067	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
UkaM=f	降龍會	-2.508084	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
f<~OEM	江祖平	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
L7rAFf	瑰柏翠	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
r70i0_	貓戰士	-2.076061	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
];dM^=	金弘笙	-2.155053	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
x7Dk	高上	-1.149775	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
o==M9>5E	精誠中學	-1.329767	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
2@_lH<	集慶坊	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
5_:iH<	義麵坊	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
^;^;C_ci	親親戲院	-1.722859	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
N:RO0WKP	天子寶馬	-2.353762	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
p=_;@@aJ	清心福全	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
BL`l<iRO	良興電子	-1.531857	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
|JLdWY^l	仁愛眼鏡	-1.492246	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
|__M<iw2	大同電鍋	-2.001492	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
V_mfL;0]	護照申請	-1.478355	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
CMKl	盈正	-2.044136	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
0iWB<@2=	戰國無雙	-2.263830	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
m_X=	鉅亨	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
~\q=WBSW	景興國小	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
_dl0=1	再出發	-1.629190	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
SWySr7	小野貓	-2.059481	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
VDTJ	捷元	-1.134039	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
xU];`M	美津濃	-2.059187	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
[L];oTOd	黃金買賣	-1.219858	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
V_]O5E=f	護理學會	-1.038359	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
0W4W9>FW	寶島鐘錶	-1.622787	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
PA0__;GK	華視新聞	-1.088159	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
q=pa?;T0	星座分析	-1.199597	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
11tf|JHF	需要人陪	-2.446132	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
1;8T9>_;	捐血中心	-1.705069	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
N<@@:PnH	康福旅遊	-2.542323	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
=_=_cV7R	莉莉水果	-1.744105	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
6CphvHwI	河岸留言	-1.746791	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
4Z~=U3|_	遠東科大	-2.073709	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
1UdM2P	彩虹雨	-1.933198	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
FM[1xU	名佳美	-1.728075	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
KPR=KP3R	瑪登瑪朵	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
C:z?	珊迪	-2.163067	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
S<_`Dblj	彰化客運	-1.368301	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
dMYcuhx7	紅葉蛋糕	-1.975124	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
i:RO	歡子	-2.432422	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
010_U3A_	趨勢科技	-1.027319	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
